Variable,Label
DP04_0085E,"Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0111PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent
DP04_0008PE,"Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
DP04_0003PMA,Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units
DP04_0084E,"Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
DP04_0039PEA,Annotation of Percent!!BEDROOMS!!Total housing units!!No bedroom
DP04_0033PEA,Annotation of Percent!!ROOMS!!Total housing units!!6 rooms
DP04_0092PE,Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage
DP04_0120EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0120E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0057EA,Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units
DP04_0039PE,Percent!!BEDROOMS!!Total housing units!!No bedroom
DP04_0026MA,Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0102MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage
DP04_0122E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0115PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0039MA,Annotation of Margin of Error!!BEDROOMS!!Total housing units!!No bedroom
DP04_0021PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0133EA,"Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
DP04_0121E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0008PEA,"Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
DP04_0079E,Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more
DP04_0069PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy
DP04_0026PE,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0013MA,Annotation of Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!20 or more units
DP04_0078E,Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50
DP04_0121PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0070PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0102PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage
DP04_0133PMA,"Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
DP04_0044EA,Annotation of Estimate!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0133PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
DP04_0120MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0033PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!6 rooms
DP04_0128E,Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999
DP04_0057MA,Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units
DP04_0127E,Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500
DP04_0085PMA,"Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0031EA,Annotation of Estimate!!ROOMS!!Total housing units!!4 rooms
DP04_0021PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0133MA,"Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
DP04_0097PMA,"Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0088EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!$1,000,000 or more"
DP04_0129E,"Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0013PE,Percent!!UNITS IN STRUCTURE!!Total housing units!!20 or more units
DP04_0124E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0117PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0008PMA,"Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached"
DP04_0057PEA,Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units
DP04_0120PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent
DP04_0009EA,Annotation of Estimate!!UNITS IN STRUCTURE!!Total housing units!!2 units
DP04_0123E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent
DP04_0062EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0126E,Estimate!!GROSS RENT!!Occupied units paying rent
DP04_0075EA,Annotation of Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
DP04_0105PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599
DP04_0125E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0045PEA,Annotation of Percent!!HOUSING TENURE!!Occupied housing units
DP04_0044MA,Annotation of Margin of Error!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0057PE,Percent!!VEHICLES AVAILABLE!!Occupied housing units
DP04_0085PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
DP04_0036PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!9 rooms or more
DP04_0031PE,Percent!!ROOMS!!Total housing units!!4 rooms
DP04_0142PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0129EA,"Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0031MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!4 rooms
DP04_0044PE,Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms
DP04_0024PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0097PEA,"Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
DP04_0088MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
DP04_0062MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0103EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250
DP04_0117PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0093EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0061PMA,Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available
DP04_0129PEA,"Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0119E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent
DP04_0009MA,Annotation of Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!2 units
DP04_0012PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units
DP04_0075PE,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
DP04_0105PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599
DP04_0130PEA,"Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
DP04_0073PMA,Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities
DP04_0048PEA,Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
DP04_0088PE,"Percent!!VALUE!!Owner-occupied units!!$1,000,000 or more"
DP04_0075MA,Annotation of Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
DP04_0116EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0075E,Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
DP04_0009PE,Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units
DP04_0062PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0074E,Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities
DP04_0142PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more
DP04_0129MA,"Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0077E,Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less
DP04_0027EA,Annotation of Estimate!!ROOMS!!Total housing units
DP04_0076E,Estimate!!OCCUPANTS PER ROOM!!Occupied housing units
DP04_0080EA,Annotation of Estimate!!VALUE!!Owner-occupied units
DP04_0103MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250
DP04_0071E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used
DP04_0116PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0061PEA,Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available
DP04_0070E,Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel
DP04_0134EA,Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars)
DP04_0129PMA,"Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0001EA,Annotation of Estimate!!HOUSING OCCUPANCY!!Total housing units
DP04_0073E,Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities
DP04_0130PMA,"Annotation of Percent Margin of Error!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999"
DP04_0014EA,Annotation of Estimate!!UNITS IN STRUCTURE!!Total housing units!!Mobile home
DP04_0048PMA,Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit
DP04_0093MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0072E,Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units
DP04_0129PE,"Percent!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499"
DP04_0116MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed
DP04_0073PEA,Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities
DP04_0023E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969
DP04_0136PEA,Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)
DP04_0009PEA,Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!2 units
DP04_0080PE,Percent!!VALUE!!Owner-occupied units
DP04_0022E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0103PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250
DP04_0022PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0045EA,Annotation of Estimate!!HOUSING TENURE!!Occupied housing units
DP04_0080MA,Annotation of Margin of Error!!VALUE!!Owner-occupied units
DP04_0093PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage
DP04_0025E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0121EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0058EA,Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available
DP04_0024E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959
DP04_0112PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0027MA,Annotation of Margin of Error!!ROOMS!!Total housing units
DP04_0010PEA,Annotation of Percent!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0032EA,Annotation of Estimate!!ROOMS!!Total housing units!!5 rooms
DP04_0134MA,Annotation of Margin of Error!!GROSS RENT!!Occupied units paying rent!!Median (dollars)
DP04_0089EA,Annotation of Estimate!!VALUE!!Owner-occupied units!!Median (dollars)
DP04_0100PMA,"Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more"
DP04_0001MA,Annotation of Margin of Error!!HOUSING OCCUPANCY!!Total housing units
DP04_0014PE,Percent!!UNITS IN STRUCTURE!!Total housing units!!Mobile home
DP04_0021E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989
DP04_0027PE,Percent!!ROOMS!!Total housing units
DP04_0014MA,Annotation of Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Mobile home
DP04_0124PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0020E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999
DP04_0136PMA,Annotation of Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)
DP04_0076EA,Annotation of Estimate!!OCCUPANTS PER ROOM!!Occupied housing units
DP04_0001PE,Percent!!HOUSING OCCUPANCY!!Total housing units
DP04_0074PMA,Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities
DP04_0009PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!2 units
DP04_0022PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979
DP04_0058PE,Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available
DP04_0045MA,Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units
DP04_0134PE,Percent!!GROSS RENT!!Occupied units paying rent!!Median (dollars)
DP04_0121MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0058PEA,Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available
DP04_0086PMA,"Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
DP04_0058MA,Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available
DP04_0112PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0010PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0098PMA,"Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0027E,Estimate!!ROOMS!!Total housing units
DP04_0046PEA,Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0032MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!5 rooms
DP04_0045PE,Percent!!HOUSING TENURE!!Occupied housing units
DP04_0026E,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier
DP04_0089MA,Annotation of Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)
DP04_0029E,Estimate!!ROOMS!!Total housing units!!2 rooms
DP04_0124PMA,Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more
DP04_0034PEA,Annotation of Percent!!ROOMS!!Total housing units!!7 rooms
DP04_0121PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0028E,Estimate!!ROOMS!!Total housing units!!1 room
DP04_0063EA,Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas
DP04_0062PEA,Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0013PMA,Annotation of Percent Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!20 or more units
DP04_0076MA,Annotation of Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units
DP04_0089PE,Percent!!VALUE!!Owner-occupied units!!Median (dollars)
DP04_0001PMA,Annotation of Percent Margin of Error!!HOUSING OCCUPANCY!!Total housing units
DP04_0117EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0050PEA,Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units
DP04_0074PEA,Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities
DP04_0086PEA,"Annotation of Percent!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
DP04_0050EA,Annotation of Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units
DP04_0049PEA,Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0032PE,Percent!!ROOMS!!Total housing units!!5 rooms
DP04_0037PEA,Annotation of Percent!!ROOMS!!Total housing units!!Median rooms
DP04_0098PEA,"Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499"
DP04_0050MA,Annotation of Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units
DP04_0028EA,Annotation of Estimate!!ROOMS!!Total housing units!!1 room
DP04_0108PEA,"Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0081EA,"Annotation of Estimate!!VALUE!!Owner-occupied units!!Less than $50,000"
DP04_0025PEA,Annotation of Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0104EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399
DP04_0094EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0076PE,Percent!!OCCUPANTS PER ROOM!!Occupied housing units
DP04_0063MA,Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas
DP04_0062PMA,Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units
DP04_0050PE,Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units
DP04_0015EA,"Annotation of Estimate!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
DP04_0094MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0117MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0050PMA,Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units
DP04_0063PE,Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas
DP04_0049PMA,Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit
DP04_0094PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500
DP04_0081MA,"Annotation of Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
DP04_0122EA,Annotation of Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0037PMA,Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!Median rooms
DP04_0059EA,Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available
DP04_0108PMA,"Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more"
DP04_0028MA,Annotation of Margin of Error!!ROOMS!!Total housing units!!1 room
DP04_0121PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent
DP04_0025PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949
DP04_0117PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
DP04_0104MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399
DP04_0135EA,Annotation of Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid
DP04_0133PEA,"Annotation of Percent!!GROSS RENT!!Occupied units paying rent!!$3,000 or more"
DP04_0002EA,Annotation of Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units
DP04_0079PEA,Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more
DP04_0011E,Estimate!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units
DP04_0028PE,Percent!!ROOMS!!Total housing units!!1 room
DP04_0015MA,"Annotation of Margin of Error!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc."
DP04_0010E,Estimate!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units
DP04_0143E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed
DP04_0013E,Estimate!!UNITS IN STRUCTURE!!Total housing units!!20 or more units
DP04_0080PEA,Annotation of Percent!!VALUE!!Owner-occupied units
DP04_0055PEA,Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999
DP04_0081PE,"Percent!!VALUE!!Owner-occupied units!!Less than $50,000"
DP04_0018PMA,Annotation of Percent Margin of Error!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019
DP04_0012E,Estimate!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units
DP04_0104PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399
DP04_0046EA,Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied
DP04_0140E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0135PE,Percent!!GROSS RENT!!Occupied units paying rent!!No rent paid
DP04_0122MA,Annotation of Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent
DP04_0103PEA,Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250
DP04_0059MA,Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available
